,index,genre,title,url,artist,weekly_views,all_views,artist_url
140,1,Indie,Why'd You Only Call Me When You're High - Arctic Monkeys,https://soundcloud.com/stephezzy-1/whyd-you-only-call-me-when-youre-high-arctic-monkeys,Stephezzy,25215.0,3623662.0,https://soundcloud.com/stephezzy-1
141,2,Indie,Dance Monkey,https://soundcloud.com/tonesandi-music/dance-monkey,Tones and I,23378.0,28554465.0,https://soundcloud.com/tonesandi-music
142,3,Indie,Mac DeMarco // My Kind of Woman,https://soundcloud.com/capturedtracks/mac-demarco-my-kind-of-woman,capturedtracks,21722.0,11452625.0,https://soundcloud.com/capturedtracks
143,4,Indie,The Neighbourhood - Sweater Weather - Slowed,https://soundcloud.com/user-578957262/the-neighbourhood-sweater-weather-slowed,christinaxandrea,17784.0,5981508.0,https://soundcloud.com/user-578957262
144,5,Indie,Sweater Weather (slowed to perfection),https://soundcloud.com/sky_kitten/sweater-weather-slowed-to-perfection,Sky_Kitten,6060.0,1289862.0,https://soundcloud.com/sky_kitten
145,6,Indie,Rumors [Available on Spotify and Apple Music 🔥 ],https://soundcloud.com/neffexmusic/rumors,NEFFEX,5653.0,9919456.0,https://soundcloud.com/neffexmusic
146,7,Indie,Peter Bjorn and John - Young Folks,https://soundcloud.com/wichita-recordings/peter-bjorn-and-john-young-folks,Wichita Recordings,5438.0,6275677.0,https://soundcloud.com/wichita-recordings
147,8,Indie,Hell N Back,https://soundcloud.com/yeaabk/hell-n-back,bakar,5347.0,308774.0,https://soundcloud.com/yeaabk
148,9,Indie,K.,https://soundcloud.com/cigarettesaftersex/k-3,Cigarettes After Sex,4675.0,7265422.0,https://soundcloud.com/cigarettesaftersex
149,10,Indie,Bad Child,https://soundcloud.com/tonesandi-music/bad-child,Tones and I,4562.0,1635973.0,https://soundcloud.com/tonesandi-music
150,1,Jazz & Blues,Frank Sinatra - Fly Me To The Moon,https://soundcloud.com/rodesnanda/frank-sinatra-fly-me-to-the,Jacarandá,4351.0,14327023.0,https://soundcloud.com/rodesnanda
151,2,Jazz & Blues,Just the two of us (slowed),https://soundcloud.com/emanuel-joseph-whiteman/just-the-two-of-us-slowed,Emanuel,3853.0,1825797.0,https://soundcloud.com/emanuel-joseph-whiteman
152,3,Jazz & Blues,Fly Me To The Moon @Neon Genesis Evangelion,https://soundcloud.com/angeldust-3/fly-me-to-the-moon-neon,Angel3mil,3831.0,2909077.0,https://soundcloud.com/angeldust-3
153,4,Jazz & Blues,It's Been a Long Long Time,https://soundcloud.com/harry-james-official/its-been-a-long-long-time-2,Harry James,3266.0,492719.0,https://soundcloud.com/harry-james-official
154,5,Jazz & Blues,What Are You Doing New Year's Eve,https://soundcloud.com/user-733126739/what-are-you-doing-new-years,kyrastankiewicz0161,3256.0,11502.0,https://soundcloud.com/user-733126739
155,6,Jazz & Blues,Cheek To Cheek,https://soundcloud.com/user-153244938/cheek-to-cheek,murielgarduno04,3155.0,12629.0,https://soundcloud.com/user-153244938
156,7,Jazz & Blues,Ladyfingers,https://soundcloud.com/herbalpert/ladyfingers,Herb Alpert,3014.0,227219.0,https://soundcloud.com/herbalpert
157,8,Jazz & Blues,I'm Gonna Sit Right Down And Write Myself A Letter,https://soundcloud.com/user-432408716/im-gonna-sit-right-down-and,lyndseywinkel11240994,3003.0,10216.0,https://soundcloud.com/user-432408716
158,9,Jazz & Blues,A - Tisket A - Tasket,https://soundcloud.com/user-698632183-575234679/a-tisket-a-tasket,chinmcclaine91,2982.0,12802.0,https://soundcloud.com/user-698632183-575234679
159,10,Jazz & Blues,Lullaby Of Birdland,https://soundcloud.com/user-10146864/lullaby-of-birdland,magdalenaknudtson05,2962.0,12558.0,https://soundcloud.com/user-10146864
160,1,Latin,telepatía,https://soundcloud.com/kaliuchis/telepatia,Kali Uchis,133236.0,4793234.0,https://soundcloud.com/kaliuchis
161,2,Latin,911,https://soundcloud.com/sech-music/911-1,Sech,44791.0,1248162.0,https://soundcloud.com/sech-music
162,3,Latin,Amor Tumbado,https://soundcloud.com/natanaelcano/amor-tumbado,Natanael Cano,37642.0,16063225.0,https://soundcloud.com/natanaelcano
163,4,Latin,Pa Que Sepan,https://soundcloud.com/herenciadepatrones/pa-que-sepan,Herencia de Patrones,35691.0,1016545.0,https://soundcloud.com/herenciadepatrones
164,5,Latin,1004 Kilómetros,https://soundcloud.com/juniorh-music/1004-kilometros,Junior H,34963.0,4928859.0,https://soundcloud.com/juniorh-music
165,6,Latin,Disfruto Lo Malo,https://soundcloud.com/natanaelcano/disfruto-lo-malo,Natanael Cano,34902.0,11631874.0,https://soundcloud.com/natanaelcano
166,7,Latin,La Verdad,https://soundcloud.com/herenciadepatrones/la-verdad,Herencia de Patrones,31990.0,350160.0,https://soundcloud.com/herenciadepatrones
167,8,Latin,Por Si Acaso,https://soundcloud.com/herenciadepatrones/por-si-acaso,Herencia de Patrones,31798.0,2429600.0,https://soundcloud.com/herenciadepatrones
168,9,Latin,Corazon Sin Cara,https://soundcloud.com/gabrielcastroysudelta/corazon-sin-cara,Gabriel Castro Y Su Delta,31426.0,643239.0,https://soundcloud.com/gabrielcastroysudelta
169,10,Latin,Por Tu Culpa,https://soundcloud.com/portediferente/por-tu-culpa,Porte Diferente,30107.0,6194188.0,https://soundcloud.com/portediferente
170,1,Metal,Duality,https://soundcloud.com/slipknot/duality,Slipknot,12286.0,6320640.0,https://soundcloud.com/slipknot
171,2,Metal,Psychosocial,https://soundcloud.com/slipknot/psychosocial,Slipknot,9490.0,7347871.0,https://soundcloud.com/slipknot
172,3,Metal,Before I Forget,https://soundcloud.com/slipknot/before-i-forget,Slipknot,5570.0,3411567.0,https://soundcloud.com/slipknot
173,4,Metal,Slipknot - The Devil In I,https://soundcloud.com/roadrunner-usa/slipknot-the-devil-in-i,Roadrunner USA,5314.0,12744087.0,https://soundcloud.com/roadrunner-usa
174,5,Metal,Metallica - Enter sandman,https://soundcloud.com/metal-head0-1/metallica-enter-sandman,Metal Head0,4306.0,7336691.0,https://soundcloud.com/metal-head0-1
175,6,Metal,The Devil in I,https://soundcloud.com/slipknot/the-devil-in-i,Slipknot,3883.0,1560098.0,https://soundcloud.com/slipknot
176,7,Metal,Rob Zombie - Dragula,https://soundcloud.com/officialshizumaru/dragula-rob-zombie-guitar-cover,SHIZUMARU,3811.0,337930.0,https://soundcloud.com/officialshizumaru
177,8,Metal,Masked Wolf - Astronaut In The Ocean (Metal Cover by Our Last Night).mp3,https://soundcloud.com/user-784301892/masked-wolf-astronaut-in-the,Sarah Ellen,3755.0,83693.0,https://soundcloud.com/user-784301892
178,9,Metal,"City Morgue, ZillaKami, SosMula - SHINNERS13",https://soundcloud.com/hikariultra/city-morgue-shinners13,HIKARI-ULTRA,3661.0,1385115.0,https://soundcloud.com/hikariultra
179,10,Metal,Metallica - Ride The Lightning,https://soundcloud.com/renatoluis-ferreira/ride-the-lightning,Renato Luis,3431.0,245202.0,https://soundcloud.com/renatoluis-ferreira
180,1,Piano,Yiruma - River flows in you,https://soundcloud.com/awfulpianosound/yiruma-river-flows-in-you,Awful Piano Sound,2213.0,17520102.0,https://soundcloud.com/awfulpianosound
181,2,Piano,"Where Is My Mind (Piano Cover, Slowed)",https://soundcloud.com/1lychee/where-is-my-mind-piano-slowed,lychee,1686.0,244619.0,https://soundcloud.com/1lychee
182,3,Piano,Maxence Cyrin - Where Is My Mind (The Pixies Piano Cover),https://soundcloud.com/yvpoipoi/maxence-cyrin-where-is-my-mind,yvpoipoi,1173.0,452768.0,https://soundcloud.com/yvpoipoi
183,4,Piano,Where Is My Mind  - Piano Cover,https://soundcloud.com/protegemoi-1/where-is-my-mind-piano-cover,Fuat Alkan,1145.0,1337122.0,https://soundcloud.com/protegemoi-1
184,5,Piano,Ludovico Einaudi - Nuvole Bianche,https://soundcloud.com/dawelocklear/ludovico-einaudi-nuvole-bianche,dawelocklear,975.0,2912345.0,https://soundcloud.com/dawelocklear
185,6,Piano,River Flows in You - Yiruma (Piano Cover),https://soundcloud.com/sharieingente/river-flows-in-you-yiruma,Sharie,873.0,1289274.0,https://soundcloud.com/sharieingente
186,7,Piano,The Hanging Tree from The Hunger Games: Mockingjay (Piano and Voice cover by Dani the Girl),https://soundcloud.com/starwarspunk/the-hanging-tree-from-the-hunger-games-mockingjay-piano-cover-by-dani,starwarspunk,848.0,5504557.0,https://soundcloud.com/starwarspunk
187,8,Piano,Callaita (lilbabygrand remix),https://soundcloud.com/user-388582263/callaita-lilbabygrand-remix,lilbabygrand,797.0,5549.0,https://soundcloud.com/user-388582263
188,9,Piano,凛として時雨 - Unravel (piano Cover) [Tokyo Ghoul OP],https://soundcloud.com/aouysdgfahsbdfiwegdfsesuf/unravel-piano-cover-tokyo-ghoul-op,aouysdgfahsbdfiwegdfsesuf,793.0,2351965.0,https://soundcloud.com/aouysdgfahsbdfiwegdfsesuf
189,10,Piano,"Victor's Piano Solo, The Piano Duet (Corpse Bride Medley)",https://soundcloud.com/myuu/victors-piano-solo-the-piano-duet-corpse-bride-medley,Myuu,760.0,456149.0,https://soundcloud.com/myuu
190,1,Pop,MONTERO (Call Me By Your Name),https://soundcloud.com/secret-service-862007284/montero-call-me-by-your-name,Lil Nas X,297962.0,3272935.0,https://soundcloud.com/secret-service-862007284
191,2,Pop,MONTERO (Call Me By Your Name) (SATAN'S EXTENDED VERSION),https://soundcloud.com/secret-service-862007284/montero-call-me-by-your-name-1,Lil Nas X,178510.0,1926180.0,https://soundcloud.com/secret-service-862007284
192,3,Pop,deja vu,https://soundcloud.com/oliviarodrigo/deja-vu,Olivia Rodrigo,114193.0,544899.0,https://soundcloud.com/oliviarodrigo
193,4,Pop,Runaway,https://soundcloud.com/auroraaksnes/runaway-2,AURORA,102243.0,1283820.0,https://soundcloud.com/auroraaksnes
194,5,Pop,drivers license,https://soundcloud.com/oliviarodrigo/drivers-license,Olivia Rodrigo,101032.0,13581802.0,https://soundcloud.com/oliviarodrigo
195,6,Pop,SAD!,https://soundcloud.com/jahseh-onfroy/sad,XXXTENTACION,99832.0,54642589.0,https://soundcloud.com/jahseh-onfroy
196,7,Pop,Levitating (feat. DaBaby),https://soundcloud.com/dualipa/levitating-feat-dababy,Dua Lipa,98166.0,1964220.0,https://soundcloud.com/dualipa
197,8,Pop,Arcade,https://soundcloud.com/duncanlaurence-music/arcade,Duncan Laurence,97749.0,5695998.0,https://soundcloud.com/duncanlaurence-music
198,9,Pop,the remedy for a broken heart (why am I so in love),https://soundcloud.com/jahseh-onfroy/the-remedy-for-a-broken-heart,XXXTENTACION,93363.0,39355589.0,https://soundcloud.com/jahseh-onfroy
199,10,Pop,Mood (feat. iann dior),https://soundcloud.com/24kgoldn/mood-feat-iann-dior,24kGoldn,90346.0,24446244.0,https://soundcloud.com/24kgoldn
200,1,R&B & Soul,"Bruno Mars, Anderson .Paak, Silk Sonic - Leave The Door Open",https://soundcloud.com/brunomars/bruno-mars-anderson-paak-silk,brunomars,1340194.0,5523608.0,https://soundcloud.com/brunomars
201,2,R&B & Soul,Track Star,https://soundcloud.com/mooski-music/track-star,Mooski,486463.0,8217288.0,https://soundcloud.com/mooski-music
202,3,R&B & Soul,Heartbreak Anniversary,https://soundcloud.com/giveon/heartbreak-anniversary,Giveon,356394.0,9945995.0,https://soundcloud.com/giveon
203,4,R&B & Soul,Streets,https://soundcloud.com/amalaofficial/streets,DOJA CAT,180743.0,13847876.0,https://soundcloud.com/amalaofficial
204,5,R&B & Soul,Yung Bleu & Drake - You're Mines Still,https://soundcloud.com/yung-bleu/yung-bleu-drake-youre-mines-still,yung bleu,170151.0,9071882.0,https://soundcloud.com/yung-bleu
205,6,R&B & Soul,Floor Seats,https://soundcloud.com/realmalone/floor-seats,Moxas (IG: @Moxas),148860.0,14226407.0,https://soundcloud.com/realmalone
206,7,R&B & Soul,Do Better,https://soundcloud.com/lildonald/do-better,Lil Donald,120594.0,20394936.0,https://soundcloud.com/lildonald
207,8,R&B & Soul,MajorNine x Soul Ties,https://soundcloud.com/chad-31/majornine-x-soul-ties,#TouchMoney,108875.0,15582275.0,https://soundcloud.com/chad-31
208,9,R&B & Soul,Lloyd - ALL I NEED (prod. Slade Da Monsta),https://soundcloud.com/sladedamonsta/lloyd-all-i-need,Slade Da Monsta,99130.0,2535160.0,https://soundcloud.com/sladedamonsta
209,10,R&B & Soul,Like I Want You,https://soundcloud.com/giveon/like-i-want-you,Giveon,92359.0,7988270.0,https://soundcloud.com/giveon
210,1,Reggae,Crocodile Teeth,https://soundcloud.com/skillibeng/crocodile-teeth,Skillibeng,29511.0,1506593.0,https://soundcloud.com/skillibeng
211,2,Reggae,Call Me If,https://soundcloud.com/dextadaps/call-me-if,Dexta Daps,12764.0,1471286.0,https://soundcloud.com/dextadaps
212,3,Reggae,Roll Deep,https://soundcloud.com/10tik/roll-deep-1,10Tik,8830.0,79778.0,https://soundcloud.com/10tik
213,4,Reggae,Memories,https://soundcloud.com/kimali-smith/memories,LuckyKidd,8164.0,606107.0,https://soundcloud.com/kimali-smith
214,5,Reggae,WiFi,https://soundcloud.com/dextadaps/wifi,Dexta Daps,7805.0,246344.0,https://soundcloud.com/dextadaps
215,6,Reggae,Coke,https://soundcloud.com/skillibeng/coke,Skillibeng,7785.0,206192.0,https://soundcloud.com/skillibeng
216,7,Reggae,Love At First Sight,https://soundcloud.com/kimali-smith/love-at-first-sight-1,LuckyKidd,7435.0,1436807.0,https://soundcloud.com/kimali-smith
217,8,Reggae,Twinkle,https://soundcloud.com/dextadaps/twinkle,Dexta Daps,6016.0,648154.0,https://soundcloud.com/dextadaps
218,9,Reggae,Breaking News,https://soundcloud.com/dextadaps/breaking-news,Dexta Daps,4919.0,657665.0,https://soundcloud.com/dextadaps
219,10,Reggae,Koffee - Toast,https://soundcloud.com/pee-jaam/koffee-toast,Pee Jaam,4553.0,3156505.0,https://soundcloud.com/pee-jaam
220,1,Reggaeton,No Quiere Enamorarse,https://soundcloud.com/ozunapr/no-quiere-enamorarse,Ozuna,17074.0,40477781.0,https://soundcloud.com/ozunapr
221,2,Reggaeton,J Balvin Ft. Bad Bunny - Si Tu Novio Te Deja Sola (Descarga Directa),https://soundcloud.com/dyaze-08/j-balvin-ft-bad-bunny-si-tu-novio-te-deja-sola,DyAze,12850.0,25101888.0,https://soundcloud.com/dyaze-08
222,3,Reggaeton,Anuel AA - La Bebe Leche El Famoso Biberon Ft Black Jonas Point & Liro Shaq Remix reggaeton,https://soundcloud.com/pmconthebeat/anuel-aa-la-bebe-leche-el-famoso-biberon-ft-black-jonas-point-liro-shaq-remix-reggaeton,PMCBeats,12013.0,2120502.0,https://soundcloud.com/pmconthebeat
223,4,Reggaeton,BAD BUNNY - NI BIEN NI MAL Prod. by Tainy [Official Audio] X 100PRE,https://soundcloud.com/jeinzmacias/bad-bunny-ni-bien-ni-mal-prod-by-tainy-official-audio-x-100pre,Jeinz Macias ✅,9823.0,3739320.0,https://soundcloud.com/jeinzmacias
224,5,Reggaeton,"Ozuna Ft. Arcangel, J Balvin - Ahora Dice",https://soundcloud.com/la-musica-del-momento/ozuna-ft-arcangel-j-balvin-ahora-dice,La Música Del Momento,8893.0,8266331.0,https://soundcloud.com/la-musica-del-momento
225,6,Reggaeton,Lenny Tavárez Ft. Farruko - No Quiere Amor,https://soundcloud.com/lennytavareztm/lenny-tavarez-ft-farruko-no-quiere-amor,Lenny Tavárez,7561.0,8693934.0,https://soundcloud.com/lennytavareztm
226,7,Reggaeton,Ozuna - Si Te Dejas Llevar (feat. Juanka El Problematik),https://soundcloud.com/nelaionmusic/ozuna-si-te-dejas-llevar-feat-juanka-el-problematik,Nelaion Music,7237.0,18671186.0,https://soundcloud.com/nelaionmusic
227,8,Reggaeton,PERREO PESAU - RAUW ALEJANDRO (PROD. DJ KILLER EL BELLAKO) 2021,https://soundcloud.com/djkillerelbellako/perreo-pesau-rauw-alejandro-prod-dj-killer-el-bellako-2021,Dj Killer Private Account,6960.0,153447.0,https://soundcloud.com/djkillerelbellako
228,9,Reggaeton,"Sola (Official Remix) (Ft. Farruko, Daddy Yankee, Wisin, Zion & Lennox)",https://soundcloud.com/anuel2blea/sola-official-remix-ft-farruko-daddy-yankee-wisin-zion-lennox,Anuel_AA,6603.0,25977027.0,https://soundcloud.com/anuel2blea
229,10,Reggaeton,"Anuel AA Ft. Jory - Nacimos Pa Morir ""Prod. Masis & Tainy""",https://soundcloud.com/anuel2blea/anuel-aa-ft-joryboy-nacimos-pa-morir,Anuel_AA,6590.0,21918757.0,https://soundcloud.com/anuel2blea
230,1,Rock,"ZillaKami, Lil Uzi Vert - BADASS",https://soundcloud.com/hikariultra/zillakami-lil-uzi-vert-badass,HIKARI-ULTRA,330587.0,657603.0,https://soundcloud.com/hikariultra
231,2,Rock,Jealous,https://soundcloud.com/eyedress/jealous,EYEDRESS,82948.0,4428050.0,https://soundcloud.com/eyedress
232,3,Rock,Can You Feel My Heart,https://soundcloud.com/bring-me-the-horizon/can-you-feel-my-heart-1,Bring Me The Horizon,57229.0,3727777.0,https://soundcloud.com/bring-me-the-horizon
233,4,Rock,ZillaKami - CHAINS,https://soundcloud.com/hikariultra/zillakami-chains,HIKARI-ULTRA,53073.0,760159.0,https://soundcloud.com/hikariultra
234,5,Rock,Strawberry Guy - Mrs Magic,https://soundcloud.com/melodic-records/strawberry-guy-mrs-magic,Melodic Records,53045.0,2058720.0,https://soundcloud.com/melodic-records
235,6,Rock,YOUNG,https://soundcloud.com/vacationsfanclub/young-1,VACATIONS,48175.0,4083969.0,https://soundcloud.com/vacationsfanclub
236,7,Rock,I Can't Handle Change,https://soundcloud.com/lewcci/i-cant-handle-change,@lewcci,41382.0,1783998.0,https://soundcloud.com/lewcci
237,8,Rock,As The World Caves In,https://soundcloud.com/matt-maltese/as-the-world-caves-in,matt maltese,39602.0,4812855.0,https://soundcloud.com/matt-maltese
238,9,Rock,Burning Pile,https://soundcloud.com/mother-mother/burning-pile,Mother Mother,39439.0,914999.0,https://soundcloud.com/mother-mother
239,10,Rock,Washing Machine Heart,https://soundcloud.com/mitskiofficial/washing-machine-heart,Mitski,39235.0,1232523.0,https://soundcloud.com/mitskiofficial
240,1,Soundtrack,Hold On,https://soundcloud.com/extrememusic/hold-on-6,Extreme Music,17813.0,2546174.0,https://soundcloud.com/extrememusic
241,2,Soundtrack,"Don't Give Up On Me (From ""Five Feet Apart"")",https://soundcloud.com/andy-grammer-official/dont-give-up-on-me-from-five,Andy Grammer,17157.0,6965821.0,https://soundcloud.com/andy-grammer-official
242,3,Soundtrack,"All I Want (From ""High School Musical: The Musical: The Series"")",https://soundcloud.com/oliviarodrigo/all-i-want-from-high-school,Olivia Rodrigo,14449.0,2478845.0,https://soundcloud.com/oliviarodrigo
243,4,Soundtrack,The Only Thing They Fear Is You,https://soundcloud.com/doom-slayer-1/the-only-thing-they-fear-is,Doom Slayer,13218.0,1190617.0,https://soundcloud.com/doom-slayer-1
244,5,Soundtrack,Turning Page,https://soundcloud.com/sleepingatlast/turning-page,Sleeping At Last,10283.0,13932105.0,https://soundcloud.com/sleepingatlast
245,6,Soundtrack,What's Up Danger (Spider-Man: Into the Spider-Verse),https://soundcloud.com/blackwaymusic/whats-up-danger-spider-man,Blackway,8393.0,7314096.0,https://soundcloud.com/blackwaymusic
246,7,Soundtrack,Start a Riot,https://soundcloud.com/duckwrth/start-a-riot,DUCKWRTH,8098.0,3105224.0,https://soundcloud.com/duckwrth
247,8,Soundtrack,Attack On Titan Season 4 OST - Ashes on The Fire,https://soundcloud.com/aliamohammed/attack-on-titan-season-4-ost-ashes-on-the-fire,Ali A. Mohammed (Or Spectraali),7414.0,185953.0,https://soundcloud.com/aliamohammed
248,9,Soundtrack,My Hero Academia OST - Track 1: You Say Run (Theme Song - Plus Ultra),https://soundcloud.com/zacky-san/my-hero-academia-ost-track-1-you-say-run,Zacky-San,7100.0,9316068.0,https://soundcloud.com/zacky-san
249,10,Soundtrack,Only Wanna Be With You (Pokémon 25 Version),https://soundcloud.com/postmalone/only-wanna-be-with-you-pokemon,Post Malone,6924.0,266643.0,https://soundcloud.com/postmalone
250,1,Techno,Friday Night Funkin - Fresh (Happy Hardcore Remix),https://soundcloud.com/trashz3nt/freshrmx,Naz3nt,1931.0,37763.0,https://soundcloud.com/trashz3nt
251,2,Techno,Trepidation,https://soundcloud.com/stanchrist/stan-christ-trepidation,Stan Christ,1900.0,155400.0,https://soundcloud.com/stanchrist
252,3,Techno,The Tempo Machine (The Tempo Machine EP),https://soundcloud.com/gabbanatic/the-tempo-machine-the-tempo-machine-ep,Gabbanatic,1867.0,180016.0,https://soundcloud.com/gabbanatic
253,4,Techno,Hentai - S3RL,https://soundcloud.com/s3rl/hentai-s3rl,S3RL,1463.0,4309366.0,https://soundcloud.com/s3rl
254,5,Techno,"DCR558 – Drumcode Radio Live – Sterac live from Ampere, Antwerp",https://soundcloud.com/adambeyer/dcr558-drumcode-radio-live-sterac-live-from-ampere-antwerp,adambeyer,1170.0,11306.0,https://soundcloud.com/adambeyer
255,6,Techno,Spicy feat. Ginger (Edit),https://soundcloud.com/boris-brejcha/spicy-feat-ginger-radio-edit,Boris Brejcha,1099.0,42657.0,https://soundcloud.com/boris-brejcha
256,7,Techno,"In the MOOD - Episode 363 - Live from Savaya, Bali (April 21)",https://soundcloud.com/nicolemoudaber/in-the-mood-episode-363-live-from-savaya-bali-april-21,Nicole Moudaber,1052.0,4956.0,https://soundcloud.com/nicolemoudaber
257,8,Techno,DCR557 – Drumcode Radio Live – Adam Beyer Studio Mix recorded in Ibiza,https://soundcloud.com/adambeyer/dcr557-drumcode-radio-live-adam-beyer-studio-mix-recorded-in-ibiza,adambeyer,1019.0,22995.0,https://soundcloud.com/adambeyer
258,9,Techno,rayquaza ex,https://soundcloud.com/3xod1a/rayquaza,Exodia,1000.0,80571.0,https://soundcloud.com/3xod1a
259,10,Techno,SPRING HARDCORE 2021 MIX,https://soundcloud.com/liltexas/spring-hardcore-2021-mix,LIL TEXAS,926.0,27030.0,https://soundcloud.com/liltexas
260,1,Trance,Above & Beyond - The Club Instrumentals (Continuous Mix),https://soundcloud.com/aboveandbeyond/above-beyond-the-club-instrumentals,Above & Beyond,1480.0,7921.0,https://soundcloud.com/aboveandbeyond
261,2,Trance,Group Therapy 429 with Above & Beyond and Dennis Sheperd,https://soundcloud.com/aboveandbeyond/group-therapy-429-with-above,Above & Beyond,1422.0,7369.0,https://soundcloud.com/aboveandbeyond
262,3,Trance,Zyzz   The Ultimate Mix,https://soundcloud.com/toddz999/zyzz-the-ultimate-mix-1,Toddz999,1136.0,1839914.0,https://soundcloud.com/toddz999
263,4,Trance,"Tritonal, Dylan Matthew, Au5 - Happy Where We Are",https://soundcloud.com/tritonalmusic/tritonal-dylan-matthew-au5-happy-where-we-are,Tritonal,705.0,78202.0,https://soundcloud.com/tritonalmusic
264,5,Trance,Armin van Buuren feat. Trevor Guthrie - This Is What It Feels Like (W&W Remix),https://soundcloud.com/wandw/armin-van-buuren-feat-trevor,W&W,694.0,16853221.0,https://soundcloud.com/wandw
265,6,Trance,Group Therapy 427 with Above & Beyond and SOHMI,https://soundcloud.com/aboveandbeyond/group-therapy-427-with-above,Above & Beyond,666.0,17131.0,https://soundcloud.com/aboveandbeyond
266,7,Trance,Tritonia 339,https://soundcloud.com/tritonalmusic/tritonia-339,Tritonal,583.0,1603.0,https://soundcloud.com/tritonalmusic
267,8,Trance,"Fatum, Genix, Jaytech & Judah - We're All In This Together (Above & Beyond Respray)",https://soundcloud.com/aboveandbeyond/fatum-genix-jaytech-judah-were-all-in-this-together-above-beyond-respray,Above & Beyond,531.0,78722.0,https://soundcloud.com/aboveandbeyond
268,9,Trance,WYM Radio Episode 366,https://soundcloud.com/cosmicgateofficial/wym-radio-episode-366,CosmicGateOfficial,526.0,3017.0,https://soundcloud.com/cosmicgateofficial
269,10,Trance,Armin van Buuren vs. Vini Vici feat. Hilight Tribe – Great Spirit [Armind] OUT NOW!!!,https://soundcloud.com/vinivicimusic/armin-van-buuren-vs-vini-vici-ft-hilight-tribe-great-spirit-armind-dec122016,vinivicimusic,518.0,12624241.0,https://soundcloud.com/vinivicimusic
270,1,Trap,Chief Keef - Love Sosa (RL Grime Remix),https://soundcloud.com/rlgrime/love-sosa-rl-grime-remix,RL Grime,13974.0,43969355.0,https://soundcloud.com/rlgrime
271,2,Trap,"Amenazzy, Arcángel — La Chanty (Remix)",https://soundcloud.com/luzonicent/aalcr,Luzonic Entertainment,13002.0,5215381.0,https://soundcloud.com/luzonicent
272,3,Trap,Black Coast - TRNDSTTR (Lucian Remix) [feat. M. Maggie],https://soundcloud.com/lucianofficial/black-coast-trndsttr-lucian-remix,Lucian,10624.0,53734206.0,https://soundcloud.com/lucianofficial
273,4,Trap,RYLLZ - Nemesis,https://soundcloud.com/lacunarecs/ryllz-nemesis,Lacuna,8552.0,1367469.0,https://soundcloud.com/lacunarecs
274,5,Trap,Alan Walker - Faded (Osias Trap Remix),https://soundcloud.com/osiasmusic/alan-walker-faded-osias-trap-remix,OSIAS (@osiasmusic),8358.0,24649677.0,https://soundcloud.com/osiasmusic
275,6,Trap,Fetty Wap - Trap Queen (Crankdat Remix) ⚙,https://soundcloud.com/crankdatmusic/trapqueen,Crankdat,8314.0,60172659.0,https://soundcloud.com/crankdatmusic
276,7,Trap,Hermitude - The Buzz (feat. Mataya & Young Tapz),https://soundcloud.com/nickraymondg/hermitude-the-buzz,Thissongissick.com,5799.0,19775582.0,https://soundcloud.com/nickraymondg
277,8,Trap,Chief Keef - Hate Being Sober - 50 Cent & Wiz Khalifa (Dotcom's Festival Trap Remix),https://soundcloud.com/marcus-mj/chief-keef-hate-being-sober-50,Marcus mj,5619.0,28414354.0,https://soundcloud.com/marcus-mj
278,9,Trap,EIFFEL 65-BLUE (KNY FACTORY-TRAP REMIX) FREE DOWNLOAD,https://soundcloud.com/kny-factory/eiffel-65-blue-kny-factory,KNY FΛCTORY,5262.0,19505106.0,https://soundcloud.com/kny-factory
279,10,Trap,Twenty One Pilots - Ride (Jaydon Lewis Remix),https://soundcloud.com/morethanrecs/twenty-one-pilots-ride-jaydon-lewis-remix,More Than Records,5080.0,22120068.0,https://soundcloud.com/morethanrecs
280,1,Triphop,Air (feat. Sauvane),https://soundcloud.com/clozee/air-feat-sauvane,CloZee,794.0,163236.0,https://soundcloud.com/clozee
281,2,Triphop,Us (feat. The Kite String Tangle),https://soundcloud.com/clozee/us,CloZee,599.0,125174.0,https://soundcloud.com/clozee
282,3,Triphop,I Only Have Myself,https://soundcloud.com/annursidney/i-only-have-myself,Annur Sidney,347.0,157691.0,https://soundcloud.com/annursidney
283,4,Triphop,Preemo,https://soundcloud.com/littlepeoplemusic/premo,little people,286.0,11021.0,https://soundcloud.com/littlepeoplemusic
284,5,Triphop,Best of Trip-Hop & Downtemp & Lo-Fi & Nujazz,https://soundcloud.com/s1xmusic/best-of-trip-hop-downtemp-lo-fi-nujazz,S!X - Music,257.0,1520817.0,https://soundcloud.com/s1xmusic
285,6,Triphop,Himalayan,https://soundcloud.com/emancipator/himilayan,Emancipator,142.0,73146.0,https://soundcloud.com/emancipator
286,7,Triphop,Labyrinth,https://soundcloud.com/emancipator/labyrinth,Emancipator,121.0,58371.0,https://soundcloud.com/emancipator
287,8,Triphop,Iceland,https://soundcloud.com/emancipator/iceland,Emancipator,112.0,7104.0,https://soundcloud.com/emancipator
288,9,Triphop,Alligator,https://soundcloud.com/emancipator/alligator-1,Emancipator,79.0,43296.0,https://soundcloud.com/emancipator
289,10,Triphop,Chiefin,https://soundcloud.com/emancipator/chiefin,Emancipator,76.0,23125.0,https://soundcloud.com/emancipator
